	Factor 1	Factor 2	Index 1	Index 2	Result
278	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	1	9	14.280710894560118
279	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	6	9	10.441742648079057
280	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	7	9	10.212054238515053
281	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	8	9	9.554873676086027
282	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	9	9	9.409950087129646
283	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	10	9	9.294833188544017
284	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	7	1	15.235049756842711
285	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	10	1	24.07296726126264
286	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	1	0	29.207446213264515
287	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	2	0	27.56644295181183
288	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	3	0	26.26294772796534
289	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	5	0	24.405094782855024
290	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	6	0	23.75179961756904
291	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	7	0	23.23286882217351
292	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	8	0	22.820667439522914
293	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	9	0	22.49324424289116
294	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	10	0	22.233162753102874
295	Etch Filaments @ Fraction Virgin Filament	Siemens CVD @ Batch Size	6	4	5.9223304598258535
296	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	0	8	13.35382430428654
297	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	1	8	11.53192220423683
298	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	2	8	9.248709254464826
299	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	3	8	6.363952722239745
300	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	0	16.171889761483797
301	Etch Filaments @ Fraction Virgin Filament	Siemens CVD @ Batch Size	6	0	10.497245135935003
302	Etch Filaments @ Fraction Virgin Filament	Siemens CVD @ Hydrogen Scrap Rate	7	5	12.57089888455432
303	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	0	16.171889761483797
304	TCS @ MG Si Scrap Rate	Siemens CVD @ Hydrogen Scrap Rate	8	8	5.1106220272458875
305	TCS @ MG Si Scrap Rate	Siemens CVD @ Installation Cost Factor	7	6	5.381457049952488
306	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	1	4	17.248928692092164
307	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	2	4	15.548563676812007
308	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	3	0	24.788956102065683
309	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	4	0	23.827371044511015
310	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	5	0	23.52013697450991
311	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	6	0	23.326234462045022
312	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	7	0	23.203977305506807
313	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	8	0	23.12683825467377
314	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	9	0	23.078166804004425
315	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	10	0	23.0474571947381
316	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	1	6	7.008469747411209
317	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	2	6	5.3056666274382245
318	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	5	3	30.991385176960243
319	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	6	3	30.797482664495355
320	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	7	3	30.675225507957148
321	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	8	3	30.598086457124104
322	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	9	3	30.549415006454762
323	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	10	3	30.518705397188434
324	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	1	6	7.008469747411209
325	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	2	6	5.3056666274382245
326	Siemens CVD @ Hydrogen Scrap Rate	TCS @ MG Si Scrap Rate	8	3	30.50139284535408
327	Ingot Growth @ Ingot Length	TCS @ MG Si Scrap Rate	1	0	29.23297313127245
328	Ingot Growth @ Ingot Length	TCS @ MG Si Scrap Rate	5	0	25.418931042280803
329	Ingot Growth @ Ingot Length	TCS @ MG Si Scrap Rate	6	0	25.094821577786973
330	Ingot Growth @ Ingot Length	TCS @ MG Si Scrap Rate	7	0	24.837560829642268
331	Ingot Growth @ Ingot Length	TCS @ MG Si Scrap Rate	8	0	24.09940127945923
332	Ingot Growth @ Ingot Length	TCS @ MG Si Scrap Rate	9	0	23.937259153394056
333	Ingot Growth @ Ingot Length	TCS @ MG Si Scrap Rate	10	0	23.80851719858213
334	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	1	3	22.21757463121771
335	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	2	3	20.576571369765038
336	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	3	3	19.273076145918537
337	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	5	3	17.415223200808228
338	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	6	3	16.761928035522242
339	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	7	3	16.242997240126716
340	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	8	3	15.83079585747612
341	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	9	3	15.503372660844365
342	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	10	3	15.24329117105608
343	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	0	9	16.144582070011538
344	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	3	9	9.660191252132831
345	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	4	9	8.698606194578158
346	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	5	9	8.39137212457706
347	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	6	9	8.197469612112172
348	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	7	9	8.075212455573965
349	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	8	9	7.998073404740916
350	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	9	9	7.949401954071575
351	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	10	9	7.918692344805247
352	Etch Filaments @ Fraction Virgin Filament	Siemens CVD @ Batch Size	6	4	5.9223304598258535
353	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	1	0	29.451444819894682
354	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	2	0	27.168231870122675
355	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	3	0	24.283475337897602
356	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	4	0	20.73383994508577
357	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	3	11.161490569504744
358	Siemens CVD @ Capital Investment	Etch Filaments @ Fraction Virgin Filament	6	1	26.99627972737884
359	Siemens CVD @ Capital Investment	Etch Filaments @ Fraction Virgin Filament	7	1	26.82689160508594
360	Siemens CVD @ Capital Investment	Etch Filaments @ Fraction Virgin Filament	8	1	26.692341836921763
361	Siemens CVD @ Capital Investment	Etch Filaments @ Fraction Virgin Filament	9	1	26.585465157093342
362	Siemens CVD @ Capital Investment	Etch Filaments @ Fraction Virgin Filament	10	1	26.50056999267205
363	Siemens CVD @ Capital Investment	TCS @ MG Si Scrap Rate	0	8	13.35382430428653
364	Siemens CVD @ Capital Investment	TCS @ MG Si Scrap Rate	1	8	12.679478043372585
365	Siemens CVD @ Capital Investment	TCS @ MG Si Scrap Rate	2	8	12.143825768347881
366	Siemens CVD @ Capital Investment	TCS @ MG Si Scrap Rate	3	8	11.718342042301463
367	Siemens CVD @ Capital Investment	TCS @ MG Si Scrap Rate	4	8	11.380368305287107
368	Siemens CVD @ Capital Investment	TCS @ MG Si Scrap Rate	5	8	11.111906223381318
369	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	1	5	14.105989054803915
370	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	2	5	12.464985793351238
371	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	3	5	11.161490569504744
372	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	5	5	9.30363762439443
373	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	6	5	8.650342459108444
374	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	7	5	8.13141166371292
375	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	8	5	7.719210281062323
376	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	9	5	7.3917870844305655
377	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	10	5	7.131705594642284
378	TCS @ MG Si Usage Factor	TCS @ MG Si Scrap Rate	4	0	25.227544667835822
379	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	1	0	27.79241211170617
380	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	2	0	26.09455606344935
381	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	3	0	24.788956102065683
382	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	4	0	23.827371044511015
383	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	5	0	23.52013697450991
384	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	6	0	23.326234462045022
385	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	7	0	23.203977305506807
386	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	8	0	23.12683825467377
387	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	9	0	23.078166804004425
388	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	10	0	23.0474571947381
389	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	0	10	17.71307066968211
390	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	1	10	15.891168569632402
391	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	2	10	13.607955619860395
392	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	3	10	10.723199087635317
393	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	4	10	7.173563694823486
394	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	0	16.171889761483797
395	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	0	8	13.353824304286535
396	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	1	8	12.836302755213039
397	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	2	8	12.425220776705705
398	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	3	8	12.098686754391014
399	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	4	8	11.839311560868369
400	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	5	8	11.633282521266253
401	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	6	8	11.46962783793717
402	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	7	8	11.339632302224011
403	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	8	8	11.236373177818944
404	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	9	8	11.154351539811096
405	Siemens CVD @ Installation Cost Factor	TCS @ MG Si Scrap Rate	10	8	11.089199436883122
406	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	0	5	16.171889761483797
407	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	1	5	17.42565227891242
408	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	2	5	19.532054474511703
409	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	3	5	23.64313796393413
410	TCS @ MG Si Scrap Rate	Siemens CVD @ Installation Cost Factor	7	0	7.265653516301858
411	TCS @ MG Si Scrap Rate	TCS @ MG Si Usage Factor	6	8	15.493981672616401
412	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	2	12.464985793351238
413	Siemens CVD @ Batch Size	Etch Filaments @ Fraction Virgin Filament	2	5	13.106947486145113
414	Siemens CVD @ Batch Size	Etch Filaments @ Fraction Virgin Filament	3	5	12.529996286686275
415	Siemens CVD @ Batch Size	Etch Filaments @ Fraction Virgin Filament	4	5	11.596975085374662
416	Siemens CVD @ Batch Size	Etch Filaments @ Fraction Virgin Filament	5	5	10.758210915146034
417	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	1	0	29.40947574449297
418	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	6	0	25.57050749801191
419	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	7	0	25.340819088447905
420	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	8	0	24.68363852601888
421	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	9	0	24.538714937062487
422	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	10	0	24.42359803847687
423	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	9	0	16.144582070011538
424	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	10	0	17.71307066968211
425	TCS @ MG Si Scrap Rate	Siemens CVD @ Hydrogen Scrap Rate	8	10	7.975346745654492
426	TCS @ MG Si Scrap Rate	Siemens CVD @ Installation Cost Factor	7	3	6.010515966406338
427	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	1	1	30.705207337323298
428	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	2	1	28.421994387551305
429	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	3	1	25.537237855326218
430	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	4	1	21.987602462514392
431	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	4	10.12608750937523
432	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	1	5	14.105989054803915
433	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	2	5	12.464985793351238
434	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	3	5	11.161490569504744
435	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	5	5	9.30363762439443
436	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	6	5	8.650342459108444
437	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	7	5	8.13141166371292
438	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	8	5	7.719210281062323
439	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	9	5	7.3917870844305655
440	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	10	5	7.131705594642284
441	TCS @ MG Si Usage Factor	TCS @ MG Si Scrap Rate	0	7	7.265653516301863
442	TCS @ MG Si Usage Factor	TCS @ MG Si Scrap Rate	4	7	15.66990977539583
443	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	1	0	29.207446213264515
444	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	2	0	27.56644295181183
445	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	3	0	26.26294772796534
446	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	5	0	24.40509478285502
447	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	6	0	23.75179961756904
448	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	7	0	23.23286882217351
449	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	8	0	22.820667439522914
450	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	9	0	22.49324424289116
451	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	10	0	22.233162753102874
452	TCS @ MG Si Price	TCS @ MG Si Scrap Rate	4	2	26.565250334333058
453	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	1	3	22.21757463121771
454	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	2	3	20.576571369765038
455	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	3	3	19.273076145918537
456	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	5	3	17.415223200808228
457	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	6	3	16.761928035522242
458	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	7	3	16.242997240126716
459	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	8	3	15.83079585747612
460	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	9	3	15.503372660844365
461	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	10	3	15.24329117105608
462	TCS @ MG Si Price	TCS @ MG Si Scrap Rate	4	0	25.227544667835822
463	TCS @ Installation Cost Factor	TCS @ MG Si Scrap Rate	1	0	30.90368867060617
464	TCS @ Installation Cost Factor	TCS @ MG Si Scrap Rate	2	0	30.61005868595808
465	TCS @ Installation Cost Factor	TCS @ MG Si Scrap Rate	3	0	30.37682009859045
466	TCS @ Installation Cost Factor	TCS @ MG Si Scrap Rate	4	0	30.191552103217123
467	TCS @ Installation Cost Factor	TCS @ MG Si Scrap Rate	5	0	30.04438850350133
468	TCS @ Installation Cost Factor	TCS @ MG Si Scrap Rate	6	0	29.927492301123408
469	TCS @ Installation Cost Factor	TCS @ MG Si Scrap Rate	7	0	29.83463834704259
470	TCS @ Installation Cost Factor	TCS @ MG Si Scrap Rate	8	0	29.760881829610394
471	TCS @ Installation Cost Factor	TCS @ MG Si Scrap Rate	9	0	29.70229494531907
472	TCS @ Installation Cost Factor	TCS @ MG Si Scrap Rate	10	0	29.65575772894195
473	Etch Filaments @ Fraction Virgin Filament	Siemens CVD @ Hydrogen Scrap Rate	7	5	12.57089888455432
474	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	0	7	7.265653516301861
475	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	1	7	5.443751416252151
476	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	0	16.171889761483797
477	Etch Filaments @ Fraction Virgin Filament	Siemens CVD @ Batch Size	6	0	10.497245135935003
478	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	0	8	13.35382430428654
479	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	1	8	11.53192220423683
480	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	2	8	9.248709254464826
481	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	3	8	6.363952722239745
482	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	4	10.12608750937523
483	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	0	6	10.497245135934996
484	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	1	6	11.751007653363619
485	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	2	6	13.857409848962902
486	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	3	6	17.968493338385333
487	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	4	6	28.984585718686226
488	TCS @ MG Si Scrap Rate	Siemens CVD @ Hydrogen Scrap Rate	8	4	16.996757395440987
489	TCS @ MG Si Scrap Rate	Siemens CVD @ Installation Cost Factor	7	0	7.265653516301858
490	Siemens CVD @ Cycle Time	Etch Filaments @ Fraction Virgin Filament	2	5	13.106947486145108
491	Siemens CVD @ Cycle Time	Etch Filaments @ Fraction Virgin Filament	3	5	12.529996286686275
492	Siemens CVD @ Cycle Time	Etch Filaments @ Fraction Virgin Filament	4	5	11.59697508537466
493	Siemens CVD @ Cycle Time	Etch Filaments @ Fraction Virgin Filament	5	5	10.758210915146028
494	Siemens CVD @ Cycle Time	TCS @ MG Si Scrap Rate	6	2	28.93067221103981
495	Siemens CVD @ Cycle Time	TCS @ MG Si Scrap Rate	7	2	28.700983801475807
496	Siemens CVD @ Cycle Time	TCS @ MG Si Scrap Rate	8	2	28.043803239046785
497	Siemens CVD @ Cycle Time	TCS @ MG Si Scrap Rate	9	2	27.8988796500904
498	Siemens CVD @ Cycle Time	TCS @ MG Si Scrap Rate	10	2	27.78376275150477
499	Etch Filaments @ Fraction Virgin Filament	Siemens CVD @ Batch Size	6	0	10.497245135935003
500	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	8	4	12.777438324938213
501	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	0	16.171889761483797
502	Etch Filaments @ Fraction Virgin Filament	Siemens CVD @ Hydrogen Scrap Rate	7	3	5.0959492317849255
503	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	0	8	13.35382430428654
504	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	1	8	11.53192220423683
505	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	2	8	9.248709254464826
506	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	3	8	6.363952722239745
507	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	7	8.13141166371292
508	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	1	0	27.79241211170617
509	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	2	0	26.09455606344935
510	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	3	0	24.788956102065683
511	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	4	0	23.827371044511015
512	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	5	0	23.52013697450991
513	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	6	0	23.326234462045022
514	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	7	0	23.203977305506807
515	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	8	0	23.12683825467377
